entityId	LOC	MVG	COM	FanIn	FanOut	MPC
916	10	1	1	0	1	1
917	15	3	1	3	0	0
918	15	1	1	0	0	0
919	15	4	1	0	0	0
920	18	5	1	0	0	0
921	13	8	1	0	2	2
922	4	1	1	0	1	1
923	1	1	1	3	0	0
924	1	1	1	1	0	0
925	1	1	1	0	0	0
926	19	7	1	0	3	3
927	17	6	1	0	3	3
928	21	6	1	0	3	4
930	5	1	1	0	1	1
931	5	1	1	0	1	1
932	14	4	1	0	5	5
939	5	1	1	3	1	1
940	5	1	1	2	0	0
941	4	1	1	0	0	0
942	5	1	1	2	1	1
943	7	1	1	1	1	1
944	6	1	1	2	1	1
945	5	1	1	0	2	2
946	10	4	1	1	1	1
947	15	5	1	0	2	2
948	512	166	8	0	23	117
949	16	3	1	1	4	4
950	22	6	3	0	1	3
951	27	6	3	7	5	6
952	20	4	1	6	9	9
953	28	12	1	1	3	3
954	6	1	1	1	0	0
955	9	3	3	0	4	6
956	3	1	1	0	0	0
957	10	5	1	2	0	0
958	3	1	3	4	0	0
959	63	1	1	2	0	0
960	21	1	3	0	8	17
961	38	10	2	1	10	14
962	36	6	1	1	3	4
963	28	7	1	1	5	6
964	19	3	1	1	3	4
965	46	9	2	1	1	2
966	16	5	1	0	2	2
967	20	7	1	2	4	6
968	13	5	3	2	1	1
969	1	1	1	4	0	0
970	8	1	1	2	0	0
971	9	2	1	0	2	2
972	9	1	1	1	1	1
973	3	1	1	0	1	1
974	7	1	10	0	1	2
F1000	7	2	1	0	0	0
F1001	7	2	1	1	0	0
F1002	43	18	15	1	0	0
F1003	34	16	9	1	0	0
F1004	17	7	9	1	0	0
F1005	32	6	1	1	3	6
F1006	35	10	6	0	3	5
F1007	609	158	59	3	36	250
F1012	9	1	1	0	3	4
F1013	4	1	2	0	0	0
F1016	7	1	1	1	0	0
F1017	20	2	3	1	5	10
F1018	6	1	1	2	0	0
F1019	11	3	1	1	0	0
F1020	6	2	1	0	0	0
F1021	4	1	1	0	0	0
F1022	4	1	1	0	0	0
F1023	4	1	1	4	0	0
F1024	5	1	1	0	0	0
F1027	10	1	1	1	4	10
F1028	55	16	1	0	8	12
F1029	14	1	5	1	0	0
F1030	5	1	1	0	0	0
F1031	11	2	1	1	0	0
F1032	22	3	1	2	0	0
F1034	5	1	1	3	0	0
F1035	26	4	16	1	3	5
F1036	5	1	1	1	2	2
F1037	9	1	2	1	4	4
F1038	29	3	25	1	2	2
F1039	5	1	1	3	0	0
F1040	5	1	1	0	0	0
F1041	10	3	1	3	0	0
F1043	1	1	40	0	1	2
F1048	16	1	1	0	0	0
F1049	5	1	1	0	0	0
F1050	5	1	5	0	0	0
F1051	1	1	1	1	19	38
F1053	1	1	1	0	2	2
F1054	13	1	1	0	2	3
F1055	1	1	1	0	21	43
F1061	4	1	1	1	1	1
F1062	16	6	1	0	3	3
F1063	5	1	1	0	0	0
F1064	4	1	1	1	0	0
F1065	5	1	1	0	0	0
F1066	1	1	1	1	12	16
F1067	5	1	5	0	0	0
F1068	131	4	65	0	28	91
F1069	125	10	22	0	19	39
F1070	15	5	1	1	4	6
F1071	8	1	1	1	2	2
F1072	30	8	3	2	5	11
F1073	5	1	1	0	0	0
F1074	5	1	1	0	0	0
F1075	4	1	1	0	0	0
F1076	10	1	1	1	3	5
F1077	12	2	1	0	0	0
F1078	9	1	1	3	1	1
F1079	5	1	1	0	0	0
F1081	9	2	1	3	0	0
F1082	4	1	1	0	1	1
F1083	5	1	1	0	0	0
F1084	8	2	1	1	0	0
